time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-11-26T23:04:32Z,161,0,0,0,0,0,8485716,1467,5339827,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,277,9,0,133,1,7,1982,0,0,0,0,0, ,0,0,0,0,0,0,4549,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,66343656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:05:32Z,161,0,0,0,0,0,8550644,1467,5404755,0,0,0,0,0,0,3134,0,0,0,0,0,0,0,281,9,0,132,1,7,1474,0,0,0,0,0, ,0,0,0,0,0,0,3131,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80913344,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,2767,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:06:32Z,161,0,0,0,0,0,8638956,1467,5493067,0,0,0,0,0,0,4822,0,0,0,0,0,0,0,284,9,0,130,1,7,2289,0,0,0,0,0, ,0,0,0,0,0,0,4815,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,62540504,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,4201,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:07:32Z,161,0,0,0,0,0,8771020,1467,5625131,0,0,0,0,0,0,5880,0,0,0,0,0,0,0,292,9,0,129,1,7,2685,0,0,0,0,0, ,0,0,0,0,0,0,5877,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,82913504,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,5220,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:08:32Z,161,0,0,0,0,0,8901156,1467,5755267,0,0,0,0,0,0,5890,0,0,0,0,0,0,0,298,9,0,129,1,7,2740,0,0,0,0,0, ,0,0,0,0,0,0,5890,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,74193384,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:09:32Z,161,0,0,0,0,0,8978940,1467,5833051,0,0,0,0,0,0,4781,0,0,0,0,0,0,0,300,9,0,128,1,7,2381,0,0,0,0,0, ,0,0,0,0,0,0,4778,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,68769456,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4293,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:10:32Z,161,0,0,0,0,0,9067812,1467,5921923,0,0,0,0,0,0,4068,0,0,0,0,0,0,0,306,9,0,128,1,7,1857,0,0,0,0,0, ,0,0,0,0,0,0,4067,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,59381816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,3622,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:11:32Z,161,0,0,0,0,0,9132388,1467,5986499,0,0,0,0,0,0,3907,0,0,0,0,0,0,0,308,9,0,128,1,7,1898,0,0,0,0,0, ,0,0,0,0,0,0,3905,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,82203320,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,3527,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:12:32Z,161,0,0,0,0,0,9150844,1467,6004955,0,0,0,0,0,0,2238,0,0,0,0,0,0,0,307,9,0,126,1,7,1191,0,0,0,0,0, ,0,0,0,0,0,0,2234,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80375568,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,2026,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:13:32Z,161,0,0,0,0,0,9188556,1467,6042667,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,311,9,0,126,1,7,1724,0,0,0,0,0, ,0,0,0,0,0,0,3022,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,83568344,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:14:32Z,161,0,0,0,0,0,9212540,1467,6066651,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,310,9,0,124,1,7,2591,0,0,0,0,0, ,0,0,0,0,0,0,4197,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,74299472,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,3967,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:15:32Z,161,0,0,0,0,0,9274100,1467,6128211,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,313,9,0,124,1,7,2575,0,0,0,0,0, ,0,0,0,0,0,0,4607,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,89810112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4265,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:16:32Z,161,0,0,0,0,0,9373612,1467,6227723,0,0,0,0,0,0,3498,0,0,0,0,0,0,0,321,9,0,124,1,7,1629,0,0,0,0,0, ,0,0,0,0,0,0,3498,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,75571000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:17:32Z,161,0,0,0,0,0,9480100,1467,6334211,0,0,0,0,0,0,5643,0,0,0,0,0,0,0,329,9,0,123,1,7,2827,0,0,0,0,0, ,0,0,0,0,0,0,5638,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,82577072,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,5055,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:18:32Z,161,0,0,0,0,0,9537740,1467,6391851,0,0,0,0,0,0,5120,0,0,0,0,0,0,0,331,9,0,121,1,7,2980,0,0,0,0,0, ,0,0,0,0,0,0,5115,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,85728600,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4710,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:19:32Z,161,0,0,0,0,0,9600220,1467,6454331,0,0,0,0,0,0,4018,0,0,0,0,0,0,0,333,9,0,121,1,7,2061,0,0,0,0,0, ,0,0,0,0,0,0,4018,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,79701424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3688,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:20:32Z,161,0,0,0,0,0,9724500,1467,6578611,0,0,0,0,0,0,5429,0,0,0,0,0,0,0,340,9,0,119,1,7,2541,0,0,0,0,0, ,0,0,0,0,0,0,5423,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,78257288,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4767,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:21:32Z,161,0,0,0,0,0,9813668,1467,6667779,0,0,0,0,0,0,4394,0,0,0,0,0,0,0,343,9,0,119,1,7,2101,0,0,0,0,0, ,0,0,0,0,0,0,4394,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,92550032,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:22:32Z,161,0,0,0,0,0,9926660,1467,6780771,0,0,0,0,0,0,5401,0,0,0,0,0,0,0,345,9,0,118,1,7,2278,0,0,0,0,0, ,0,0,0,0,0,0,5397,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,83299928,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4728,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:23:32Z,161,0,0,0,0,0,10039844,1467,6893955,0,0,0,0,0,0,4670,0,0,0,0,0,0,0,353,9,0,118,1,7,2151,0,0,0,0,0, ,0,0,0,0,0,0,4670,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,96567984,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4197,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:24:32Z,161,0,0,0,0,0,10135740,1467,6989851,0,0,0,0,0,0,5017,0,0,0,0,0,0,0,359,9,0,117,1,7,2333,0,0,0,0,0, ,0,0,0,0,0,0,5012,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,87285168,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4461,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:25:32Z,161,0,0,0,0,0,10207820,1467,7061931,0,0,0,0,0,0,4117,0,0,0,0,0,0,0,360,9,0,115,1,7,1856,0,0,0,0,0, ,0,0,0,0,0,0,4113,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,80554832,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,3661,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:26:32Z,161,0,0,0,0,0,10297988,1467,7152099,0,0,0,0,0,0,4931,0,0,0,0,0,0,0,363,9,0,115,1,7,2445,0,0,0,0,0, ,0,0,0,0,0,0,4930,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,104213304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4467,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:27:32Z,161,0,0,0,0,0,10372396,1467,7226507,0,0,0,0,0,0,4796,0,0,0,0,0,0,0,366,9,0,114,1,7,2540,0,0,0,0,0, ,0,0,0,0,0,0,4792,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,99653320,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4323,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:28:32Z,161,0,0,0,0,0,10432180,1467,7286291,0,0,0,0,0,0,4890,0,0,0,0,0,0,0,371,9,0,113,1,7,2959,0,0,0,0,0, ,0,0,0,0,0,0,4887,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,114383832,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4601,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:29:32Z,161,0,0,0,0,0,10490988,1467,7345099,0,0,0,0,0,0,4594,0,0,0,0,0,0,0,371,9,0,112,1,7,2584,0,0,0,0,0, ,0,0,0,0,0,0,4590,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,118416088,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4157,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:30:32Z,161,0,0,0,0,0,10737084,1467,7591195,0,0,0,0,0,0,5882,0,0,0,0,0,0,0,382,11,0,112,1,7,1959,0,0,0,0,0, ,0,0,0,0,0,0,5882,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,14,17,51804376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5019,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:31:32Z,161,0,0,0,0,0,10832356,1467,7686467,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,384,11,0,112,1,7,1230,0,0,0,0,0, ,0,0,0,0,0,0,3094,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,51984120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:32:32Z,161,0,0,0,0,0,10892652,1467,7746763,0,0,0,0,0,0,2478,0,0,0,0,0,0,0,386,11,0,112,1,7,1048,0,0,0,0,0, ,0,0,0,0,0,0,2478,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,68510328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26T23:33:32Z,161,0,0,0,0,0,10950580,1467,7804691,0,0,0,0,0,0,2597,0,0,0,0,0,0,0,389,11,0,111,1,7,1085,0,0,0,0,0, ,0,0,0,0,0,0,2594,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511736271884,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,70887232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,2261,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
